bookID,title,authors,publication_date,publisher
25803,Only the Ring Finger Knows: The Ring Finger Falls Silent (Only the Ring Finger Knows #3),Satoru Kannagi/Hotaru Odagiri,2006-10-26,Digital Manga Publishing
25804,Only the Ring Finger Knows: The Left Hand Dreams of Him (Only the Ring Finger Knows  #2),Satoru Kannagi/Hotaru Odagiri,2006-07-05,Digital Manga Publishing
25806,1000 Rings: Inspiring Adornments for the Hand,Marthe Le Van/Robert W. Ebendorf/Lark Books,2004-08-01,Lark Books
25807,The Postman Always Rings Twice,James M. Cain,2010-09-09,Orion
25809,The Ring Bearer,Laura Godwin/John Wallace,2006-02-20,Disney-Hyperion
25810,Legend of the Five Rings RPG,Rich Wulf/Shawn Carman/Seth Mason/Rob Vaux/Katie Yates/Brian Yoon/Fred Wan/D.J. Trindle,2005-06-06,Alderac Entertainment Group
26123,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,2006-01-03,Vintage
25811,The Lord of the Rings and Philosophy: One Book to Rule Them All,Gregory Bassham/Eric Bronson,2003-08-04,Open Court
25812,The Ruby Ring,Diane Haeger,2005-04-05,Broadway Books
25814,Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Satoru Kannagi/Hotaru Odagiri/Allison Markin Powell,2006-03-28,Digital Manga Publishing
25815,The Rings of Saturn,W.G. Sebald/Michael Hulse,1995-07-01,Vintage
25816,Only the Ring Finger Knows,Satoru Kannagi/Hotaru Odagiri/Sachiko Sato,2004-08-01,Digital Manga Publishing
25817,The Ring  Volume 1,Misao Inagaki/Hiroshi Takahashi,2003-11-25,Dark Horse Manga
25841,The Road To War  1933 39,Andrew      Hunt,2000-04-01,Hodder & Stoughton Educational Division
25848,The Drifting Classroom  Vol. 5 (Drifting Classroom),Kazuo Umezu,2007-04-17,VIZ Media LLC
25849,The Drifting Classroom  Vol. 1,Kazuo Umezu,2006-08-08,VIZ Media LLC
25850,The Drifting Classroom  Vol. 6 (The Drifting Classroom),Kazuo Umezu,2007-06-19,VIZ Media LLC
25852,The Drifting Classroom  Vol. 7 (The Drifting Classroom),Kazuo Umezu,2007-08-21,VIZ Media LLC
25853,The Drifting Classroom  Vol. 2 (Drifting Classroom),Kazuo Umezu,2006-10-10,VIZ Media LLC
25855,The Drifting Classroom  Vol. 4 (Drifting Classroom),Kazuo Umezu,2007-02-20,VIZ Media LLC
25863,The Franco-Prussian War,Michael Eliot Howard,2001-11-11,Routledge/Taylor & Francis Ltd.
25866,My Uncle Napoleon,Iraj Pezeshkzad/Dick Davis/Azar Nafisi,2006-04-11,Modern Library
25868,Hadji Murad,Leo Tolstoy/Aylmer Maude/Louise Maude/Azar Nafisi,2003-07-08,Modern Library
25869,Shahnameh: The Persian Book of Kings,Abolqasem Ferdowsi/Dick Davis/Azar Nafisi,2007-03-01,Penguin
25875,Killer 7 Official Strategy Guide,Brady Games,2005-07-08,BradyGames
25879,Castlevania: Curse of Darkness Official Strategy Guide,Brady Games,2005-10-28,BradyGames
25880,World of Warcraft Atlas,Brady Games,2005-09-20,BradyGames
25881,Manhunt Official Strategy Guide,Tim Bogenn,2003-11-25,Bradygames
25884,The Road to Jerusalem (The Knight Templar  #1),Jan Guillou/Anna Paterson,2002-12-05,Orion
25886,Buddhism: A Concise Introduction,Huston Smith/Philip Novak,2004-12-14,HarperOne
25895,Cleansing the Doors of Perception: The Religious Significance of Entheogenic Plants and Chemicals,Huston Smith,2003-09-12,Sentient Publications
25903,I'll Be Home Before Midnight and I Won't Get Pregnant,Anthony E. Wolf,1988-05-12,Knopf Doubleday Publishing Group
25905,Beneath the Wheel,Hermann Hesse/Michael E. Roloff,2003-07-01,Picador
25919,Love Mode  Vol. 3,Yuki Shimizu,2006-07-03,Blu
25921,Love Mode  Vol. 1,Yuki Shimizu,2005-11-08,Blu
25922,Love Mode  Vol. 5,Yuki Shimizu,2007-05-01,Blu
25923,Love Mode  Vol. 2,Yuki Shimizu,2006-03-07,Blu
25924,Love Mode  Vol. 6,Yuki Shimizu,2007-08-01,Blu
25930,Balzac And The Little Chinese Seamstress,Dai Sijie/Ina Rilke,2002-04-17,Random House (Vintage)
25932,Lost Illusions (La Comédie Humaine),Honoré de Balzac/Ellen Marriage/George Saintsbury,2006-05-01,Dodo Press
25933,The Black Sheep,Honoré de Balzac/Donald Adamson,1976-05-27,Penguin Classics
25934,A Harlot High and Low,Honoré de Balzac/Rayner Heppenstall,1985-09-26,Penguin Classics
25936,The Unknown Masterpiece,Honoré de Balzac,2005-12-08,Kessinger Publishing
25937,The Girl With The Golden Eyes,Honoré de Balzac,2004-06-17,Kessinger Publishing
25941,Le Chef-D'Œuvre Inconnu,Honoré de Balzac,1998-01-19,Findakly
25946,Cousin Pons,Honoré de Balzac/Herbert J. Hunt,1978-05-25,Penguin Classics
25955,The Medium is the Massage,Marshall McLuhan/Quentin Fiore/Jerome Agel,2001-08-01,Gingko Press
25956,Essential McLuhan,Marshall McLuhan/Eric McLuhan/Frank Zingrone,1997-06-07,Routledge
25961,Understanding Media: The Extensions of Man,Marshall McLuhan/W. Terrence Gordon/Philip B. Meggs,2003-11-01,Gingko Press
25965,The Best American Sports Writing 2006,Michael     Lewis/Glenn Stout,2006-10-11,Mariner Books
25992,Kinfolk,Pearl S. Buck,2004-01-01,Moyer Bell and its subsidiaries
25993,Pearl S. Buck: A Cultural Biography,Peter Conn,1998-01-28,Cambridge University Press
25996,The Mother,Pearl S. Buck,2004-01-01,Moyer Bell and its subsidiaries
26009,Glamorama,Bret Easton Ellis,2010-02-22,KiWi
26012,Glamorama,Bret Easton Ellis/Pierre Guglielmina,2001-02-15,18-Oct
26023,Bright Lights  Big Ass,Jen Lancaster,2007-05-01,NAL
26046,Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,2006-08-29,Jove
26047,Rebellion (The MacGregors  #0.1),Nora Roberts,2006-11-21,Silhouette
26048,Dream Makers: Untamed / Less of a Stranger,Nora Roberts,2006-09-19,Silhouette Books
26049,Spellbound (Once Upon  #1),Nora Roberts,2005-09-27,Jove
26050,Angels Fall,Nora Roberts,2006-07-11,Putnam
26051,True Betrayals / Montana Sky / Sanctuary,Nora Roberts,2001-06-04,Putnam Adult
26052,First Impressions,Nora Roberts,2006-10-24,Silhouette Books
26053,Public Secrets,Nora Roberts,2012-03-27,Bantam Books
26054,The MacGregors: Serena & Caine (The MacGregors  #1 -2),Nora Roberts,2006-01-28,Mira
26055,The MacGregors: Alan & Grant (The MacGregors  #3-4),Nora Roberts,2006-06-16,Mira
26064,Kissing in Manhattan,David Schickler,2002-08-27,Dial Press Trade Paperback
26069,Making Democracy Work: Civic Traditions in Modern Italy,Robert D. Putnam,1994-06-16,Princeton University Press
26071,The Comparative Study of Political Elites,Robert D. Putnam,1976-01-01,Prentice Hall
26075,A Random Walk Down Wall Street,Burton G. Malkiel,2003-04-17,W. W. Norton  Company
26079,A Random Walk Down Wall Street,Burton G. Malkiel/Christopher Flavin,1985-01-01,W. W. Norton & Company
26085,Identity Crisis,Brad Meltzer/Rags Morales/Michael Bair/Joss Whedon,2006-08-16,DC Comics
26088,Superman: Secret Identity,Kurt Busiek/Stuart Immonen,2013-04-09,DC Comics
26090,The Dissociative Identity Disorder Sourcebook,Deborah Bray Haddock,2001-08-21,McGraw-Hill Education
26092,Double Identity,Margaret Peterson Haddix,2005-10-01,Simon  Schuster Books for Young Readers
26093,Identity,Milan Kundera/Linda Asher,1998-04-21,Harper
26097,Slowness,Milan Kundera/Linda Asher,1997-04-11,Harper Perennial
26101,Laughable Loves,Milan Kundera/Suzanne Rappaport,2000-08-21,Faber & Faber
26130,Homer Price,Robert McCloskey,2005-12-29,Puffin Books
26131,The Classical World: An Epic History from Homer to Hadrian,Robin Lane Fox,2006-10-09,Basic Books
26133,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,Padraic Colum/Willy Pogány,2004-07-01,Aladdin
26134,The Coalwood Way: A Memoir  (Coalwood  #2),Homer Hickam,2001-09-04,Island Books
26146,Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Harold S. Kushner/William J. Winslade,2006-06-01,Beacon Press
26147,Man's Search for Meaning,Viktor E. Frankl/Ilse Lasch/Gordon W. Allport,2004-05-06,Rider
26154,Good Grief: The Story of Charles M. Schulz,Rheta Grimsley Johnson,1989-12-31,Pharos Books
26156,Peanuts: The Art of Charles M. Schulz,Chip Kidd/Jean Schulz/Charles M. Schulz/Geoff Spear,2003-10-28,Pantheon
26165,Autobiography of a Yogi,Paramahansa Yogananda,2002-10-01,Motilal Banarsidass
26175,To the Last Man: A Novel of the First World War,Jeff Shaara,2005-08-30,Ballantine Books
26184,African Nights,Kuki Gallmann,2000-03-22,William Morrow Paperbacks
26187,Angels & Demons (Robert Langdon  #1),Dan Brown,2003-07-28,Atria Books
26189,Letters of St. Augustine,Augustine of Hippo,1992-03-01,Fleming H. Revell Company
26190,Love and Saint Augustine,Hannah Arendt/Joanna Vecchiarelli Scott/Judith Chelius Stark,1998-04-26,University of Chicago Press
26197,Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free,Sophie Braimbridge/Erica Jankovich,2006-04-01,Harry N. Abrams
26206,Me vs. Me,Sarah Mlynowski,2006-07-25,Red Dress Ink
26207,Spells & Sleeping Bags (Magic in Manhattan  #3),Sarah Mlynowski,2007-06-26,Delacorte Books for Young Readers
26210,Bras & Broomsticks (Magic in Manhattan  #1),Sarah Mlynowski,2006-06-13,Delacorte Press
26211,Monkey Business,Sarah Mlynowski,2005-04-15,Mira books
26212,Frogs & French Kisses (Magic in Manhattan  #2),Sarah Mlynowski,2006-06-13,Delacorte Press
26214,Big Anthony and the Magic Ring,Tomie dePaola,1979-04-25,HMH Books for Young Readers
26216,Patrick: Patron Saint of Ireland,Tomie dePaola,1992-01-01,Holiday House
26226,The Rattle-Rat,Janwillem van de Wetering,2003-07-01,Soho Press
26229,Robert Van Gulik: His Life His Work,Janwillem van de Wetering/Arthur P. Yin,1998-07-01,Soho Press
26236,Revolutionary Girl Utena  Vol. 2: To Plant,Chiho Saito,2004-03-10,VIZ Media LLC
26237,Revolutionary Girl Utena  Vol. 3: To Sprout,Chiho Saito/Be-Pas,2004-02-04,VIZ Media LLC
26239,Revolutionary Girl Utena  Vol. 4: To Bud,Chiho Saito,2003-10-01,VIZ Media LLC
26240,Revolutionary Girl Utena  Vol. 5: To Blossom,Chiho Saito/Lillian Olsen/Be-Papas,2004-03-03,VIZ Media LLC
26252,The Enneads,Plotinus/Stephen MacKenna/John M. Dillon,1991-06-27,Penguin Classics
26253,Ennead IV (Plotinus IV),Plotinus/A.H. Armstrong,1984-01-01,Loeb Classical Library 443
26254,Anaximander  Heraclitus  Parmenides  Plotinus  Lao-Tzu  Nagarjuna (from Great Philosophers 2),Karl Jaspers/Ralph Manheim,1974-10-23,Harvest Books/Harcourt
26274,The Cultural Cold War: The CIA and the World of Arts and Letters,Frances Stonor Saunders,2001-04-01,The New Press
26289,Trust Fund,Stephen W. Frey,2002-01-02,Fawcett Books
26292,The Chairman (Christian Gillette  #1),Stephen W. Frey,2005-12-27,Fawcett Books
26296,The Mystery of the Ancient Pyramid: Cairo  Egypt (Around the World in 80 Mysteries),Carole Marsh,2006-03-06,Gallopade International
26298,The Mystery in the Rocky Mountains,Carole Marsh,2001-04-01,Carole Marsh Mysteries
26301,The Mystery on the Mighty Mississippi,Carole Marsh,2001-04-01,Carole Marsh Mysteries
26314,Medal of Honor: Rising Sun (Prima's Official Strategy Guide),Mark Cohen,2003-11-18,Prima Games
26321,The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide),Peter Olafson,2007-09-10,Prima Games
26324,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,2006-09-26,Bantam Books
26327,The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis,Daniel Goleman/Warren Bennis,2006-11-14,Macmillan Audio
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,2006-09-26,Bantam
26330,Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,Daniel Goleman,2003-01-14,Shambhala
26344,The MacMillan Bible Atlas,Yohanan Aharoni/Michael Avi-Yonah,1993-03-17,Webster's New World
26348,Paris 1919: Six Months that Changed the World,Margaret MacMillan/Richard Holbrooke,2003-09-09,Random House Trade
26384,Scripta Minora: Hiero/Agesilaus/Constitution of the Lacedaemonians/Ways & Means/Cavalry Commander/Art of Horsemanship/On Hunting/Constitution of the Athenians,Xenophon/Edgar C. Marchant/G.W. Bowersock,1925-01-01,Harvard University Press
26401,Primary English: Knowledge and Understanding,Jane Medwell/David Wray,2007-04-01,Learning Matters
26407,The Philosophy of Hegel,Georg Wilhelm Friedrich Hegel/Carl Joachim Friedrich,1965-02-01,McGraw-Hill
26410,Wissenschaft der Logik: Die Lehre Vom Begriff (1816),Georg Wilhelm Friedrich Hegel,1994-01-01,F. Meiner
26415,Existentialism from Dostoevsky to Sartre,Walter Kaufmann,1975-03-01,Plume
26417,Anti-Semite and Jew: An Exploration of the Etiology of Hate,Jean-Paul Sartre/Michael Walzer/George J. Becker,1995-04-25,Schocken
26420,CSS: The Definitive Guide,Eric A. Meyer,2006-11-01,O'Reilly Media
26422,Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Hiromu Arakawa/Akira Watanabe,2007-08-14,VIZ Media LLC
26425,Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2),Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower,2006-01-10,VIZ Media LLC
26426,Fullmetal Alchemist  Vol. 12 (Fullmetal Alchemist  #12),Hiromu Arakawa/Akira Watanabe,2007-03-20,VIZ Media LLC
26436,Programming in C,Stephen G. Kochan,2004-07-08,Sams
26438,Java: An Introduction to Problem Solving and Programming,Walter J. Savitch,2004-12-01,Prentice Hall
26439,Absolute C++,Walter J. Savitch,2007-03-01,Addison Wesley
26447,The Odyssey,Homer/Edward McCrorie/Richard P. Martin,2005-08-23,Johns Hopkins University Press
26448,The Odyssey (New Translations from Antiquity),Homer/Edward McCrorie/Richard P. Martin,2004-04-08,Johns Hopkins University Press
26449,Bulfinch's Mythology,Thomas Bulfinch/Richard P. Martin,1991-12-24,Collins Reference
26451,Teaching Reading Comprehension to Students with Learning Difficulties,Janette K. Klingner/Sharon R. Vaughn/Alison Boardman,2007-04-12,The Guilford Press
26470,Seven Gothic Tales,Isak Dinesen/Karen Blixen,2002-10-31,Penguin Classics
26472,Isak Dinesen: The Life of a Storyteller,Judith Thurman,1995-10-15,Picador
26474,Out of Africa / Shadows on the Grass,Isak Dinesen/Karen Blixen,1989-10-23,Vintage
26475,Letters from Africa  1914-1931,Isak Dinesen/Karen Blixen/Frans Lasson/Anne   Born,1984-04-15,University Of Chicago Press
26480,Witness,Karen Hesse,2003-03-01,Scholastic Paperbacks
26481,The Cats In Krasinski Square,Karen Hesse/Wendy Watson,2004-08-01,Scholastic Press
26482,The Music of Dolphins,Karen Hesse,1998-02-01,Scholastic Paperbacks
26503,Verbatim: From the bawdy to the sublime  the best writing on language for word lovers  grammar mavens  and armchair linguists,Erin McKean,2001-10-17,Mariner Books
26506,Sisters,Danielle Steel,2007-02-13,Delacorte Press
26511,The Long Road Home,Danielle Steel,1999-03-04,Corgi
26522,Three Plays of Euripides: Alcestis/Medea/The Bacchae,Euripides/Paul Roche,1974-02-17,W.W. Norton & Company
26525,Leadership Challenge,James M. Kouzes,2004-12-01,Pfeiffer & Company
26571,The Kestrel (Westmark  #2),Lloyd Alexander,2002-06-10,Firebird Books
26573,The God in the Moon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #1),Richard A. Knaak,2006-07-25,Ace Books
26575,Firedrake (Dragonrealm #1),Richard A. Knaak,2000-06-01,Backinprint.com
26576,Night of Blood (Dragonlance: The Minotaur Wars  #1),Richard A. Knaak/Margaret Weis,2004-02-01,Wizards of the Coast
26578,The Eye of Charon (Age of Conan: Hyborian Adventures: A Soldier's Quest  #2),Richard A. Knaak,2006-09-26,Ace
26579,Children of the Drake (Dragonrealm: Origins  #2),Richard A. Knaak,2000-05-01,Backinprint.com
26581,Sleeping Beauty Trilogy (Sleeping Beauty  #1-3),A.N. Roquelaure/Anne Rice,1999-05-01,Plume
26583,Beauty's Punishment,A.N. Roquelaure/Anne Rice,1984-06-01,Plume
26586,The Land of the Dead (Tales from the Odyssey  #2),Mary Pope Osborne/Homer/Troy Howell,2003-09-01,Little  Brown Books for Young Readers
26587,The One-Eyed Giant (Tales from the Odyssey  #1),Mary Pope Osborne/Homer/Troy Howell,2003-09-01,Little  Brown Books for Young Readers
26588,Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,2007-02-27,Random House Books for Young Readers
26590,The Final Battle (Tales from the Odyssey  #6),Mary Pope Osborne/Troy Howell,2005-07-01,Little  Brown Books for Young Readers
26591,Ancient Greece and the Olympics (Magic Tree House Research Guide  #10),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,2004-06-08,Random House Books for Young Readers
26592,Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca,2006-04-25,Random House for Young Readers
26593,Haunted Castle on Hallows Eve (Magic Tree House #30),Mary Pope Osborne/Salvatore Murdocca,2004-08-10,Listening Library (Audio)
26595,Earthquake in the Early Morning (Magic Tree House  #24),Mary Pope Osborne/Salvatore Murdocca,2010-06-15,Random House for Young Readers
26596,E.E. Cummings: Complete Poems 1904-1962 (Revised  Corrected  and Expanded Edition),E.E. Cummings/George J. Firmage,1994-04-17,Liveright/W.W. Norton & Company  Inc.
26599,Selected Poems,E.E. Cummings/Richard S. Kennedy,2007-08-17,Liveright
26603,Tulips & Chimneys,E.E. Cummings/Richard S. Kennedy,1996-08-17,Liveright Publishing Corp.
26638,Kokopelli: The Magic  Mirth  and Mischief of an Ancient Symbol,Dennis Slifer/R. Carlos Nakai,2007-04-05,Gibbs Smith
26653,The Coal Tattoo,Silas House,2005-08-30,Ballantine Books
26654,Clay's Quilt,Silas House,2002-02-26,Ballantine Books
26666,Things Pondered: From the Heart of a Lesser Woman,Beth Moore,2004-04-01,B Books
26670,Scholastic Success with 4th Grade Workbook,Terry Cooper,2003-06-01,Teaching Resources
26673,The Punisher  Vol. 6: Confederacy of Dunces,Garth Ennis,2004-04-01,Marvel Comics Group
26689,Thunderbird Falls  (Walker Papers  #2),C.E. Murphy,2006-04-25,Luna Books
26690,Coyote Dreams (Walker Papers  #3),C.E. Murphy,2007-04-24,Luna Books
26695,Savage Anamoly: The Power of Spinoza’s Metaphysics and Politics,Antonio Negri/Michael Hardt,1999-12-01,Univ Of Minnesota Press
26696,Time for Revolution,Antonio Negri/Matteo Mandarini,2005-05-01,Bloomsbury Academic
26697,The Philosophy of Antonio Negri  Volume One: Resistance in Practice,Timothy S. Murphy/Abdul-Karim Mustapha,2005-07-20,Pluto Press
26722,Act of Treason (Mitch Rapp  #9),Vince Flynn,2006-10-10,Atria Books
26723,Act of Treason (Mitch Rapp  #9),Vince Flynn,2007-08-28,Pocket Books
26725,Act of Treason (Mitch Rapp  #9),Vince Flynn,2007-01-01,Center Point
26738,President Dad  Volume 2,Ju-Yeon Rhim,2005-03-08,TokyoPop
26748,Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,Mark Fainaru-Wada/Lance Williams,2007-03-01,Avery
26759,Dark Water,Kōji Suzuki/Glynne Walley,2006-06-06,Vertical
26766,Dark Water's Embrace (Mictlan  #1),Stephen Leigh,1998-03-01,Harper Voyager
26768,In Dark Waters,Mary Burton,2005-06-28,Silhouette Books
26779,Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,David McCasland/Oswald Chambers,1998-09-01,Our Daily Bread Publishing
